iter	Logloss
289	0.3514212468
290	0.3507268076
291	0.3502398941
292	0.3498681268
293	0.3492443095
294	0.3488563145
295	0.3482268306
296	0.3477423679
297	0.3471667661
298	0.346544159
299	0.346062657
300	0.3454623843
301	0.3449730657
302	0.3444595991
303	0.3440099222
304	0.3436271912
305	0.3429602298
306	0.3425898709
307	0.3421136391
308	0.3417012503
309	0.3413418221
310	0.3408028585
311	0.3402924353
312	0.339961256
313	0.339534045
314	0.3389377191
315	0.3384321676
316	0.3380780073
317	0.3377529387
318	0.33716713
319	0.3367034999
320	0.3362650133
321	0.335646043
322	0.3352591084
323	0.334842602
324	0.3344059952
325	0.3340823225
326	0.3336391373
327	0.3333208997
328	0.3328375676
329	0.3321737729
330	0.3318037645
331	0.3314138634
332	0.330977086
333	0.330542219
334	0.3301255829
335	0.3298504254
336	0.3294013173
337	0.3288374967
338	0.3284342017
339	0.3280062585
340	0.3275874549
341	0.327093703
342	0.3265601943
343	0.3261561808
344	0.3256064648
345	0.3250834253
346	0.3245343277
347	0.3241442017
348	0.3236652363
349	0.3231682148
350	0.3228256756
351	0.3223684387
352	0.3218790517
353	0.3215591769
354	0.3211809429
355	0.3206100534
356	0.3201241191
357	0.3197712833
358	0.3194711612
359	0.3189026802
360	0.3183896573
361	0.3179577464
362	0.3176247869
363	0.317163712
364	0.3165985832
365	0.316192947
366	0.3158737367
367	0.3154562427
368	0.3150989004
369	0.3147485253
370	0.3142571409
371	0.3137427312
372	0.3133142584
373	0.3129683469
374	0.3125617901
375	0.3122470238
376	0.3118175002
377	0.3111969352
378	0.3106809502
379	0.3103660248
380	0.3097020747
381	0.3092940713
382	0.3090113584
383	0.3087101321
384	0.3084069359
385	0.3080957571
386	0.3077581255
387	0.3073139092
388	0.3069801263
389	0.3065724119
390	0.3063098398
391	0.306042927
392	0.3055941672
393	0.3053686418
394	0.3047495143
395	0.3043661365
396	0.3040192579
397	0.3035796039
398	0.3031295079
399	0.3027550657
400	0.3024048591
401	0.3019298674
402	0.3015526514
403	0.3011685196
404	0.3008969994
405	0.3004117138
406	0.3001321878
407	0.2997777412
408	0.2994391419
409	0.2990383963
410	0.2985387921
411	0.2981764049
412	0.2978427027
413	0.2975442665
414	0.2971861066
415	0.2966475865
416	0.2961682736
417	0.2958458567
418	0.295540777
419	0.2951715911
420	0.2946942153
421	0.2943464032
422	0.2938624547
423	0.2935228216
424	0.2930213072
425	0.2925771849
426	0.2922399012
427	0.2917878488
428	0.2915931778
429	0.2912431569
430	0.2909447548
431	0.2907181457
432	0.2902598379
433	0.2899205223
434	0.2895391867
435	0.2889772612
436	0.2885515827
437	0.2880663589
438	0.2875783118
439	0.2871455876
440	0.2867235217
441	0.2863851523
442	0.2858698407
443	0.2854574432
444	0.2851270216
445	0.2846348927
446	0.2842336641
447	0.283942976
448	0.2836900317
449	0.283242248
450	0.2829191483
451	0.2827372681
452	0.2822757328
453	0.2817320725
454	0.2814545762
455	0.2811652968
456	0.2806793761
457	0.2801691066
458	0.2798969325
459	0.2793031903
460	0.2788393832
461	0.278556152
462	0.2781525083
463	0.2777224583
464	0.2774449872
465	0.2772073409
466	0.2769031898
467	0.2766597776
468	0.276365113
469	0.2759411714
470	0.2756569945
471	0.2752386375
472	0.2749078066
473	0.274515587
474	0.2741465156
475	0.2737868825
476	0.2735870009
477	0.2733913912
478	0.2729932113
479	0.2727800278
480	0.2723981286
481	0.2719197155
482	0.2715900069
483	0.2711059845
484	0.2707809373
485	0.2705628315
486	0.2702205751
487	0.2700326395
488	0.2695858746
489	0.269230601
490	0.2689350054
491	0.2687339855
492	0.2683140487
493	0.268076781
494	0.2676828109
495	0.2673041182
496	0.2669870553
497	0.2665848063
498	0.2661168642
499	0.2659356263
500	0.2656482999
501	0.2653574941
502	0.2650152191
503	0.2646037537
504	0.2642700668
505	0.2638765194
506	0.263543843
507	0.2632516759
508	0.2630046391
509	0.2627520956
510	0.2623386546
511	0.2619939795
512	0.2614335878
513	0.2611366574
514	0.2608368247
515	0.2604574938
516	0.2601657447
517	0.2597607535
518	0.2594953326
519	0.2590309963
520	0.2586610395
521	0.2584518313
522	0.2580818774
523	0.257897247
524	0.2575451254
525	0.2573052041
526	0.2569379754
527	0.2564687461
528	0.2561066649
529	0.2557152524
530	0.2554089586
531	0.2551762625
532	0.2548210794
533	0.2543816916
534	0.2540654192
535	0.2536336648
536	0.2532302527
537	0.2530115855
538	0.2528257397
539	0.2526481709
540	0.2522633042
541	0.2519715525
542	0.251562358
543	0.2511646756
544	0.2508971897
545	0.2505728919
546	0.2500872162
547	0.2498805579
548	0.2496757416
549	0.2493731031
550	0.2491648076
551	0.2487756226
552	0.2483372081
553	0.248062566
554	0.2477204083
555	0.2473948334
556	0.2471714218
557	0.2468602535
558	0.2463704367
559	0.2459762731
560	0.2456518248
561	0.2453072907
562	0.2450375254
563	0.2447440317
564	0.2443604798
565	0.2439403349
566	0.2436542059
567	0.2433398887
568	0.2430202634
569	0.2428753711
570	0.2425271397
571	0.2422469464
572	0.2420577406
573	0.2417137437
574	0.2414256401
575	0.2411316947
576	0.240908215
577	0.2406872585
578	0.240407253
579	0.2401647941
580	0.2400492668
581	0.2398238326
582	0.2394792053
583	0.239144413
584	0.2388212904
585	0.2385266342
586	0.2383128861
587	0.2378279756
588	0.2376271235
589	0.2372557649
590	0.2370293236
591	0.2367427301
592	0.2365432406
593	0.2361366044
594	0.2358334734
595	0.2355418146
596	0.2351329528
597	0.2349724016
598	0.2347081035
599	0.2344772144
600	0.2340612245
601	0.233727299
602	0.2334810591
603	0.2330377313
604	0.2328386932
605	0.2325314999
606	0.2322746321
607	0.2319320092
608	0.2315845016
609	0.2312730287
610	0.2310052394
611	0.2306095504
612	0.2303042999
613	0.2299627511
614	0.2295609446
615	0.2292950187
616	0.2289836642
617	0.2286857829
618	0.2285386586
619	0.228241944
620	0.2279175464
621	0.2275618882
622	0.2272252073
623	0.2269263903
624	0.2265164109
625	0.2262341845
626	0.2260213404
627	0.2258336928
628	0.2255162395
629	0.225225795
630	0.2248826736
631	0.2243815216
632	0.2239539858
633	0.2235810563
634	0.223344236
635	0.2228599024
636	0.2225184555
637	0.2222422029
638	0.2219508727
639	0.2217101898
640	0.2214283272
641	0.221186565
642	0.2209125892
643	0.220448167
644	0.2201207004
645	0.2197910708
646	0.219397114
647	0.2190342623
648	0.2185995762
649	0.2183356655
650	0.2179705139
651	0.2177030872
652	0.2174542635
653	0.2170734732
654	0.2167430472
655	0.2164408701
656	0.216167416
657	0.2159176262
658	0.2155230974
659	0.2151050479
660	0.2148147477
661	0.2145469426
662	0.2144139278
663	0.2140704185
664	0.2137483029
665	0.2133499494
666	0.2130380725
667	0.2127064362
668	0.2122587679
669	0.2120808709
670	0.2118240174
671	0.2116260439
672	0.2113490126
673	0.2111716052
674	0.2107436239
675	0.2106807041
676	0.2103349077
677	0.2099559022
678	0.2095265309
679	0.2092112031
680	0.2090086967
681	0.2087012144
682	0.2083827593
683	0.2081109854
684	0.207799202
685	0.2075270147
686	0.2073304347
687	0.2071080955
688	0.2067657818
689	0.2064420241
690	0.2061897998
691	0.2058150918
692	0.2053936991
693	0.2050885908
694	0.2047928535
695	0.2044551626
696	0.2042781268
697	0.2039808176
698	0.2036546945
699	0.2034430144
700	0.2031452096
701	0.2026909895
702	0.2023048439
703	0.2020124466
704	0.2018078327
705	0.2014645256
706	0.2012251881
707	0.2008561772
708	0.2005272484
709	0.2001241891
710	0.1997885902
711	0.1993233987
712	0.1989213784
713	0.1986300351
714	0.1982135116
715	0.1978075775
716	0.1975191043
717	0.1972254115
718	0.1969684258
719	0.1966983238
720	0.1963488764
721	0.1959364563
722	0.195659695
723	0.1953612127
724	0.1950115611
725	0.1946629324
726	0.1943913971
727	0.1941664888
728	0.1939640319
729	0.1937214607
730	0.1933279633
731	0.1930805452
732	0.1927867259
733	0.1925288146
734	0.1922399317
735	0.1920529401
736	0.1917676601
737	0.1915689937
738	0.1913186905
739	0.1909616949
740	0.1906476483
741	0.1903145211
742	0.1899217341
743	0.1896551222
744	0.1893331644
745	0.1890136104
746	0.1886225516
747	0.1883407054
748	0.1880177703
749	0.1876931107
750	0.1873744359
751	0.1869652157
752	0.1866152143
753	0.1863486997
754	0.186055531
755	0.185771628
756	0.1855034115
757	0.1852190958
758	0.184967095
759	0.1847172508
760	0.1843872264
761	0.1841268884
762	0.1837306225
763	0.183505386
764	0.1831206354
765	0.1828806223
766	0.1826106091
767	0.1823369155
768	0.1819953564
769	0.1816953967
770	0.1814150696
771	0.1810176881
772	0.1808138017
773	0.1805724216
774	0.1802980169
775	0.1800874963
776	0.1798865654
777	0.1795781573
778	0.1792472992
779	0.1789335315
780	0.1786540125
781	0.1784069211
782	0.1781031828
783	0.1778937984
784	0.1776781751
785	0.1774497537
786	0.1772443728
787	0.1770424671
788	0.1768038322
789	0.1765672964
790	0.1765566589
791	0.1761779252
792	0.1759745043
793	0.1756960439
794	0.1752984958
795	0.1750407445
796	0.1748185018
797	0.1746828884
798	0.174419189
799	0.1741919954
800	0.1741692477
801	0.1738571584
802	0.1736482275
803	0.173433982
804	0.1732433341
805	0.1730004587
806	0.1726472412
807	0.1723759899
808	0.1722091724
809	0.1719144366
810	0.1718307852
811	0.1715441269
812	0.1711165832
813	0.1708023099
814	0.1707592496
815	0.170384326
816	0.170329467
817	0.1701244739
818	0.1699106389
819	0.1695865794
820	0.1693109386
821	0.168936494
822	0.1686680424
823	0.1682425356
824	0.1679235081
825	0.1676365711
826	0.167627656
827	0.1674274203
828	0.1671180215
829	0.1667945141
830	0.1666155082
831	0.1663295864
832	0.1661152709
833	0.1659055264
834	0.1656634357
835	0.1655988588
836	0.1653782374
837	0.1649732064
838	0.1646720479
839	0.1644281967
840	0.1641674399
841	0.1639123084
842	0.1637163718
843	0.1633984308
844	0.163311225
845	0.1631285993
846	0.1629067171
847	0.1628920617
848	0.1625947298
849	0.1623123465
850	0.1621189699
851	0.1618366731
852	0.161548605
853	0.1612616787
854	0.1610755599
855	0.1608613195
856	0.1606799442
857	0.1604941764
858	0.1601512538
859	0.159971186
860	0.159746959
861	0.1595401336
862	0.1593050365
863	0.1590300583
864	0.1587324331
865	0.1584849852
866	0.1582191072
867	0.1581459553
868	0.1578781087
869	0.1576529554
870	0.1576366096
871	0.1574122367
872	0.1571516917
873	0.1568880874
874	0.1566747898
875	0.1564862088
876	0.15621509
877	0.1559398824
878	0.1556687675
879	0.1554645285
880	0.1554549507
881	0.1552254414
882	0.1549865136
883	0.1547732381
884	0.154548038
885	0.1543430808
886	0.1541807139
887	0.154060181
888	0.1537996616
889	0.1536073927
890	0.153413663
891	0.1531901601
892	0.1529981492
893	0.15279295
894	0.1525495674
895	0.1522963784
896	0.1521250301
897	0.1518644446
898	0.1515753388
899	0.1512950244
900	0.1510877716
901	0.1508431507
902	0.1508342683
903	0.1506141714
904	0.1503071422
905	0.1500846702
906	0.1500747681
907	0.1498100959
908	0.1495307583
909	0.1492679559
910	0.1489888641
911	0.1488079326
912	0.148622401
913	0.1483116855
914	0.1480823199
915	0.1478973535
916	0.1477651714
917	0.1476046871
918	0.1473615757
919	0.1473521959
920	0.1471424165
921	0.1469795235
922	0.146728264
923	0.1465048277
924	0.146363846
925	0.1461826212
926	0.1461746307
927	0.1460145911
928	0.1457863951
929	0.1455326396
930	0.1453139894
931	0.1450428673
932	0.1448861654
933	0.1446549724
934	0.1444172506
935	0.1442382949
936	0.1439212277
937	0.1436551232
938	0.1433757815
939	0.1432106204
940	0.1430001277
941	0.1427790976
942	0.1426357661
943	0.1425053351
944	0.1423328546
945	0.1421689581
946	0.1420156752
947	0.1418067332
948	0.1416025308
949	0.1413550634
950	0.1411915414
951	0.1409239231
952	0.1407610641
953	0.1405249064
954	0.1403004479
955	0.1400592136
956	0.1398427926
957	0.1396740935
958	0.1395371036
959	0.1393306502
960	0.1390673416
961	0.1389195581
962	0.1386963318
963	0.1384985539
964	0.1382789788
965	0.1380774311
966	0.1378221184
967	0.137657243
968	0.1374423964
969	0.1371798633
970	0.1369443346
971	0.136664245
972	0.1365675509
973	0.1362916006
974	0.1361289614
975	0.1359091435
976	0.1356966933
977	0.1354991507
978	0.1352133322
979	0.1349855391
980	0.1347583673
981	0.1345538036
982	0.1343204448
983	0.134155591
984	0.1339595653
985	0.1337541754
986	0.1335410747
987	0.1333959373
988	0.133252787
989	0.1331163518
990	0.1329429219
991	0.1326871249
992	0.1324591617
993	0.1324529533
994	0.1321833994
995	0.1319806241
996	0.1319053762
997	0.131733796
998	0.1314809403
999	0.1312784047
